estacionID,fecha,tempaire
CMNMC,2020/06/18 00:00:00,33.500,39.000,28.000
COIMC,2020/06/18 00:00:00,22.250,31.000,13.500
CORMC,2020/06/18 00:00:00,24.000,32.000,16.000
DGNMC,2020/06/18 00:00:00,28.550,35.300,21.800
EGIMC,2020/06/18 00:00:00,23.000,34.000,12.000
GUAMC,2020/06/18 00:00:00,20.750,35.000,6.500
INFMC,2020/06/18 00:00:00,32.500,39.000,26.000
JARMC,2020/06/18 00:00:00,19.500,34.000,5.000
LANMC,2020/06/18 00:00:00,26.600,34.200,19.000
LOLMC,2020/06/18 00:00:00,30.500,41.500,19.500
LPAMC,2020/06/18 00:00:00,26.500,32.300,20.700
LPDMC,2020/06/18 00:00:00,24.500,34.000,15.000
LPNMC,2020/06/18 00:00:00,32.500,39.500,25.500
LPSMC,2020/06/18 00:00:00,34.000,41.000,27.000
MCEMC,2020/06/18 00:00:00,23.000,29.500,16.500
MLCMC,2020/06/18 00:00:00,32.500,41.000,24.000
MLPMC,2020/06/18 00:00:00,23.500,33.500,13.500
MNOMC,2020/06/18 00:00:00,24.600,32.400,16.800
MOCMC,2020/06/18 00:00:00,22.250,32.500,12.000
MORMC,2020/06/18 00:00:00,23.250,30.500,16.000
MRVMC,2020/06/18 00:00:00,23.000,32.000,14.000
PDBMC,2020/06/18 00:00:00,25.500,35.500,15.500
PORMC,2020/06/18 00:00:00,22.500,31.000,14.000
PUCMC,2020/06/18 00:00:00,17.500,25.000,10.000
SAHMC,2020/06/18 00:00:00,20.000,30.000,10.000
SCRMC,2020/06/18 00:00:00,20.500,30.000,11.000
SJUMC,2020/06/18 00:00:00,24.000,30.000,18.000
SSIMC,2020/06/18 00:00:00,22.000,32.000,12.000
TEPMC,2020/06/18 00:00:00,20.000,27.000,13.000
TMUMC,2020/06/18 00:00:00,19.600,27.400,11.800
UREMC,2020/06/18 00:00:00,21.000,30.500,11.500
VILMC,2020/06/18 00:00:00,31.000,37.000,25.000
VJIMC,2020/06/18 00:00:00,21.250,32.000,10.500
YURMC,2020/06/18 00:00:00,28.500,37.000,20.000
ZAMMC,2020/06/18 00:00:00,18.750,29.000,8.500
ZCAMC,2020/06/18 00:00:00,25.000,34.000,16.000
ZICMC,2020/06/18 00:00:00,31.750,41.500,22.000
ZINMC,2020/06/18 00:00:00,23.250,31.000,15.500
ACHMR,2020/06/18 00:00:00,21.200,28.000,14.500
ALUMR,2020/06/18 00:00:00,27.000,36.000,18.000
AMCMR,2020/06/18 00:00:00,30.000,39.000,21.000
APAMR,2020/06/18 00:00:00,26.700,34.000,19.500
CASMR,2020/06/18 00:00:00,28.500,40.000,17.000
CUAMR,2020/06/18 00:00:00,26.500,34.000,19.000
CUEMR,2020/06/18 00:00:00,23.200,31.500,15.000
ELPMR,2020/06/18 00:00:00,26.500,35.000,18.000
HIGMR,2020/06/18 00:00:00,31.000,40.000,22.000
HUAMR,2020/06/18 00:00:00,29.000,38.000,20.000
HUEMR,2020/06/18 00:00:00,19.000,25.000,13.000
HUIMR,2020/06/18 00:00:00,14.700,20.000,9.500
JNCMR,2020/06/18 00:00:00,25.700,34.500,17.000
JOJMR,2020/06/18 00:00:00,29.500,37.500,21.500
LCUMR,2020/06/18 00:00:00,28.000,37.000,19.000
MYOMR,2020/06/18 00:00:00,27.500,36.000,19.000
NEXMR,2020/06/18 00:00:00,31.000,41.000,21.000
OACMR,2020/06/18 00:00:00,26.000,32.000,20.000
OAXMR,2020/06/18 00:00:00,25.000,32.000,18.000
OBSMR,2020/06/18 00:00:00,22.600,31.200,14.000
OCTMR,2020/06/18 00:00:00,21.000,27.000,15.000
PIXMR,2020/06/18 00:00:00,29.500,38.000,21.000
PROMR,2020/06/18 00:00:00,25.000,33.000,17.000
RODMR,2020/06/18 00:00:00,26.000,38.000,14.000
SPHMR,2020/06/18 00:00:00,30.000,38.500,21.500
TEMMR,2020/06/18 00:00:00,27.500,37.000,18.000
TETMR,2020/06/18 00:00:00,18.700,24.500,13.000
TICMR,2020/06/18 00:00:00,24.500,29.000,20.000
TILMR,2020/06/18 00:00:00,29.500,37.000,22.000
TLCMR,2020/06/18 00:00:00,15.700,22.500,9.000
TLOMR,2020/06/18 00:00:00,21.500,28.000,15.000
TMCMR,2020/06/18 00:00:00,24.000,31.000,17.000
